"Spring 2026"
"Generated 4/28/2026, 8:31:04 AM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"464","31758","Spring 2026","202630","MATH","MATH"," 70","MATH 70","31758 (863)","Liberal Arts Math","Liberal Arts Math","Online Hybrid","","W 5:10pm-6pm","W 5:10pm-6pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Fahey, Adam (@00171334) [Primary, 100%]","JDVL 802; No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","35","40","31","0","0","WI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/afahey2"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"674","32859","Spring 2026","202630","MATH","MATH"," 70","MATH 70","32859 (931)","Liberal Arts Math","Liberal Arts Math","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (Class)]; Does Not Meet [Online Learning (Class)]","Riazati, Farzan (@00288354) [Primary, 100%]; Riazati, Farzan (@00288354) [0%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","28","40","36","0","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/math70-961"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1157","34902","Spring 2026","202630","MATH","MATH"," 70","MATH 70","34902 (932)","Liberal Arts Math","Liberal Arts Math","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Vysotskiy, Vitaliy (W00641290) [Primary, 100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost, Not OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","40","20","0","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:vvysotsk@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2034902"">send email</a> to the instructor if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
,"581","32349","Spring 2026","202630","MATH","MATH"," 70","MATH 70","32349 (962)","Liberal Arts Math","Liberal Arts Math","Online Hybrid","","TR 12:10pm-1:25pm","TR 12:10pm-1:25pm [Lecture (Class)]; Does Not Meet [Online Hybrid (To Be Arranged)]","Lum, Lily (W00076775) [Primary, 100%]","STEM 317; No Room Assigned","Active","8 week session II (3/23/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","40","31","0","0","DI","","","","","","","","Room Request: A smart classroom in HBB with a teacher workstation, not HBB 255.","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 8 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:llum@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2032349"">send email</a> to the instructor if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2027","36269","Spring 2026","202630","MATH","MATH"," 70","MATH 70","36269 (968)","Liberal Arts Math","","Online Hybrid","","F 8:10am-10am","F 8:10am-10am (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Stevens, Alice (W00172903) [Primary, 100%]","STEM 317; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","30","40","0","0","0","DI","","","","","","","","Room Request: STEM 317","","This class requires one in-person meeting and the use of Canvas. The in-person meeting is for the Final Exam that is scheduled for Friday, May 15th, from 8:10 am - 10:00 am. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/astevens"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2357","36481","Spring 2026","202630","MATH","MATH"," 70","MATH 70","36481 (969)","Liberal Arts Math","","Online Hybrid","","Sa 10:10am-12pm","Sa 10:10am-12pm (05/16/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Riazati, Farzan (@00288354) [Primary, 100%]","MIC 314 - General Classroom; No Room Assigned","Active","12 week session (2/23/26 to 5/20/26)","","","Weekend","Mission","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","40","0","0","0","DI","","","","","","","","","","This class requires one in-person meeting and the use of Canvas. The in-person meeting is for the Final Exam that is scheduled for Saturday, May 16th, from 10:10 am - 12:00 am at the Mission Center. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 12 weeks.  For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/math70-961"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 75 - Math Analysis For Business"
,"57","30199","Spring 2026","202630","MATH","MATH"," 75","MATH 75","30199 (931)","Math Analysis For Business","Mathematical Analysis for Business","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Saunders, Katharine (W00004261) [Primary, 100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","42","40","41","0","0","DI","","","","","","","","1 seat reserved for students in the AON apprenticeship cohort.","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/mathspider"">Instructor's Website</a>. 1 seat reserved for students in the AON apprenticeship cohort.","Exclude (E)","High School Exemption (CHSS) ","",""
,"59","30201","Spring 2026","202630","MATH","MATH"," 75","MATH 75","30201 (932)","Math Analysis For Business","Mathematical Analysis for Business","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (Class)]","Saunders, Katharine (W00004261) [Primary, 100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","46","40","33","0","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/mathspider"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1562","35638","Spring 2026","202630","MATH","MATH"," 75","MATH 75","35638 (S01)","Math Analysis For Business","Mathematical Analysis for Business","Lecture","","TR 8:40am-9:55am","TR 8:40am-9:55am [Lecture (Class)]","Dudum, Isam (W00114876) [Primary, 100%]","JDVL 806","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","27","35","22","0","0","W","","","","","","","","Room Request: JDVL 806
Instructor Preference: At least the same room as MATH 75S (S01)","","IMPORTANT: This section of MATH 75 is linked to MATH 75S, a support course that offers additional support and an embedded tutor. CRNs 35638 and 35843 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"1161","34906","Spring 2026","202630","MATH","MATH"," 75","MATH 75","34906 (S61)","Math Analysis For Business","Mathematical Analysis for Business","Online Hybrid","","TR 1:10pm-2pm","TR 1:10pm-2pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Saunders, Katharine (W00004261) [Primary, 100%]","BATL 713- General Classroom; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","34","40","34","0","0","DI","","","","","","","","Room Request: BATL 713 or a smart classroom with a teacher workstation and the same room as MATH 75S (S61)","","IMPORTANT: This section of MATH 75 is linked to MATH 75S, a support course that offers additional support and an embedded tutor. CRNs 34906 and 35464 must be added together. This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/mathspider"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 75S - Math Analysis Business Support"
,"1728","35843","Spring 2026","202630","MATH","MATH"," 75S","MATH 75S","35843 (S01)","Math Analysis Business Support","Support for Mathematical Analysis for Business","Lecture","","TR 10:10am-11am","TR 10:10am-11am [Lecture (Class)]","Dudum, Isam (W00114876) [Primary, 100%]","JDVL 806","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: Low-Cost Material","","27","35","22","0","0","W","","","","","","","","Room Request: JDVL 806
Instructor Preference: At least the same room as MATH 75 (S01)","","This is the co-requisite support class for MATH 70 CRN 35638. CRNs 35638 and 35843 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1495","35464","Spring 2026","202630","MATH","MATH"," 75S","MATH 75S","35464 (S61)","Math Analysis Business Support","Support for Mathematical Analysis for Business","Lecture","","TR 2:10pm-3:15pm","TR 2:10pm-3:15pm [Lecture (Class)]; Does Not Meet [Lecture (Class)]","Saunders, Katharine (W00004261) [Primary, 50%]; Saunders, Katharine (W00004261) [50%]","BATL 713- General Classroom; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: Low-Cost Material","","34","40","34","0","0","D","","","","","","","","Room Request: BATL 713 or a smart classroom with a teacher workstation and the same room as MATH 75 (S61)","","This is the co-requisite support class for MATH 75 CRN 34906. CRNs 34906 and 35464 must be added together. The course policies are the same for both courses. This 16-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.
","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 90 - Precalculus Algebra"
,"1856","36007","Spring 2026","202630","MATH","MATH"," 90","MATH 90","36007 (S02)","Precalculus Algebra","Precalculus Algebra","Lecture","","MW 9:40am-11:55am","MW 9:40am-11:55am [Lecture (Class)]","Wong, Winnie (S00015785) [Primary, 100%]","BATL 753 - General Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","35","15","0","0","W","","","","","","","","Room Request: Same classroom as MATH 90S (S02)","","IMPORTANT: This section of MATH 90 is linked to MATH 90S, a support course that offers additional support and an embedded tutor. CRNs 36007 and 36008 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"2122","36270","Spring 2026","202630","MATH","MATH"," 90","MATH 90","36270 (S03)","Precalculus Algebra","","Lecture","","MT 9:10am-11am; W 9:10am-10am","MT 9:10am-11am [Lecture (Class)]; W 9:10am-10am [Lecture (Class)]","Bravewoman, Mary (W00003384) [Primary, 100%]","HC 213","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics;  Women's and Gender Studies","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","12","35","0","0","0","W","","","","","","","","Room Request: HC 213 or a comparable smart classroom with a teacher workstation and a file cabinet that is the same as the room for MATH 90S (S03)","","IMPORTANT: This section of MATH 90 is linked to MATH 90S, a support course that offers additional support and an embedded tutor. CRNs 36270 and 36271 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus. This section provides emphasis on examining how society shapes women's views towards math and uses math examples related to women's lives.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1164","34917","Spring 2026","202630","MATH","MATH"," 90","MATH 90","34917 (S06)","Precalculus Algebra","Precalculus Algebra","Lecture","","TR 10:10am-12:25pm","TR 10:10am-12:25pm [Lecture (Class)]","Russakovskii, Eugene (W00617703) [Primary, 100%]","HBB 380","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","17","35","49","0","0","W","","","","","","","","Room Request: HBB 380 is important for instructor mobility limitations; same room as MATH 90S (S06)","","IMPORTANT: This section of MATH 90 is linked to MATH 90S, a support course that offers additional support and an embedded tutor. CRNs 34917 and 34919 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"423","31583","Spring 2026","202630","MATH","MATH"," 90","MATH 90","31583 (S31)","Precalculus Algebra","Precalculus Algebra","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]; Does Not Meet [Online Learning (Class)]","Greenberg, Mike (@00243537) [Primary, 100%]; Greenberg, Mike (@00243537) [100%]","No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","57","65","42","0","0","WI","","","","","","","","","","IMPORTANT: This section of MATH 90 is linked to MATH 90S, a support course that offers additional support and an embedded tutor. CRNs 31583 and 32867 must be added together. This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/mikegreenberg"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"63","30214","Spring 2026","202630","MATH","MATH"," 90","MATH 90","30214 (S51)","Precalculus Algebra","Precalculus Algebra","Lecture","","TR 5:10pm-7:25pm","TR 5:10pm-7:25pm [Lecture (Class)]","Urman, Roman (@00114263) [Primary, 100%]","BATL 653 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","17","35","20","0","0","W","","","","","","","","Room Request: Batmale 753 or a smart classroom with a teacher workstation and the same room as MATH 90S (S51)","","IMPORTANT: This section of MATH 90 is linked to MATH 90S, a support course that offers additional support and an embedded tutor. CRNs 30214 and 35470 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1163","34916","Spring 2026","202630","MATH","MATH"," 90","MATH 90","34916 (S52)","Precalculus Algebra","Precalculus Algebra","Lecture","","MW 6:40pm-8:55pm","MW 6:40pm-8:55pm [Lecture (Class)]","Jeh, Wesley (W00409997) [Primary, 100%]","BATL 653 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","40","30","0","0","W","","","","","","","","Room Request: Batmale 753 or same room as MATH 90S (S56)","","IMPORTANT: This section of MATH 90 is linked to MATH 90S, a support course that offers additional support and an embedded tutor. CRNs 34916 and 34918 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 90S - Precalculus Algebra Support"
,"1857","36008","Spring 2026","202630","MATH","MATH"," 90S","MATH 90S","36008 (S02)","Precalculus Algebra Support","Support for Precalculus Algebra","Lecture","","MW 12:10pm-1:25pm","MW 12:10pm-1:25pm [Lecture (Class)]","Wong, Winnie (S00015785) [Primary, 100%]","BATL 753 - General Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material","","32","35","15","0","0","W","","","","","","","","Room Request: Same classroom as MATH 90 (S02)","","This is the co-requisite support class for MATH 90 CRN 36007. CRNs 36007 and 36008 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2121","36271","Spring 2026","202630","MATH","MATH"," 90S","MATH 90S","36271 (S03)","Precalculus Algebra Support","","Lecture","Support for Precalculus Algebr","W 10:10am-11am; R 9:10am-11am","W 10:10am-11am [Lecture (Class)]; R 9:10am-11am [Lecture (Class)]","Bravewoman, Mary (W00003384) [Primary, 100%]; Bravewoman, Mary (W00003384) [100%]","HC 213","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material;  Women's and Gender Studies","","12","35","0","0","0","W","","","","","","","","Room Request: HC 213 or a comparable smart classroom with a teacher workstation and a file cabinet that is the same as the room for MATH 90 (S03)","","This is the co-requisite support class for MATH 90 CRN 36270. CRNs 36270 and 36271 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1166","34919","Spring 2026","202630","MATH","MATH"," 90S","MATH 90S","34919 (S06)","Precalculus Algebra Support","Support for Precalculus Algebra","Lecture","","TR 12:40pm-1:55pm","TR 12:40pm-1:55pm [Lecture (Class)]","Russakovskii, Eugene (W00617703) [Primary, 100%]","HBB 380","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material","","17","35","49","0","0","W","","","","","","","","Room Request: HBB 380 is important for instructor mobility limitations; same room as MATH 90 (S06)","","This is the co-requisite support class for MATH 90 CRN 34917. CRNs 34917 and 34919 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"677","32867","Spring 2026","202630","MATH","MATH"," 90S","MATH 90S","32867 (S31)","Precalculus Algebra Support","Support for Precalculus Algebra","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Greenberg, Mike (@00243537) [Primary, 100%]","No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","3","","","57","65","42","0","0","WI","","","","","","","","","","This is the co-requisite support class for MATH 90 CRN 31583. CRNs 31583 and 32867 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1496","35470","Spring 2026","202630","MATH","MATH"," 90S","MATH 90S","35470 (S51)","Precalculus Algebra Support","Support for Precalculus Algebra","Lecture","","TR 7:40pm-8:55pm","TR 7:40pm-8:55pm [Lecture (Class)]","Urman, Roman (@00114263) [Primary, 100%]","BATL 653 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material","","17","35","20","0","0","W","","","","","","","","Room Request: Batmale 753 or a smart classroom with a teacher workstation and the same room as MATH 90 (S51)","","This is the co-requisite support class for MATH 90 CRN 30214. CRNs 30214 and 35470 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1165","34918","Spring 2026","202630","MATH","MATH"," 90S","MATH 90S","34918 (S52)","Precalculus Algebra Support","Support for Precalculus Algebra","Lecture","","MW 5:10pm-6:25pm","MW 5:10pm-6:25pm [Lecture (Class)]","Jeh, Wesley (W00409997) [Primary, 100%]","BATL 653 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material","","22","40","30","0","0","W","","","","","","","","Room Request: Batmale 753 or same room as MATH 90 (S56)","","This is the co-requisite support class for MATH 90 CRN 34916. CRNs 34916 and 34918 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 95 - Trigonometry"
,"2238","36272","Spring 2026","202630","MATH","MATH"," 95","MATH 95","36272 (001)","Trigonometry","","Lecture","","MW 11:10am-12:25pm","MW 11:10am-12:25pm [Lecture (Class)]","Hellerstein, Nathaniel (W00000124) [Primary, 100%]","BATL 611 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CCSF 2: Mathematics","CCSF 2: Mathematics","15","35","0","0","0","W","","","","","","","","","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"585","32356","Spring 2026","202630","MATH","MATH"," 95","MATH 95","32356 (863)","Trigonometry","Trigonometry","Online Hybrid","","T 2:10pm-3:25pm","T 2:10pm-3:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Vo, Danny (W00635022) [Primary, 100%]","JDVL 810; No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material; CCSF 2: Mathematics","CCSF 2: Mathematics","33","40","37","0","0","WI","","","","","","","","Room Request: JDVL 810 ","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55276"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"64","30223","Spring 2026","202630","MATH","MATH"," 95","MATH 95","30223 (961)","Trigonometry","Trigonometry","Online Hybrid","","F 10:10am-12pm","F 10:10am-12pm (03/20/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Fahey, Adam (@00171334) [Primary, 100%]","HC 215; No Room Assigned","Active","8 week session I (1/26/26 to 3/22/26)","","","Day","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material; CCSF 2: Mathematics","CCSF 2: Mathematics","21","40","26","0","0","DI","","","","","","","","","","This class requires the use of Canvas with one required in-person meeting for the Final Exam on March 20th. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 8 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/afahey2"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2084","36273","Spring 2026","202630","MATH","MATH"," 95","MATH 95","36273 (962)","Trigonometry","","Online Hybrid","","F 10:10am-12pm","F 10:10am-12pm (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Fahey, Adam (@00171334) [Primary, 100%]","HC 215; No Room Assigned","Active","8 week session II (3/23/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","InsMa: Low-Cost Material; CCSF 2: Mathematics","CCSF 2: Mathematics","23","40","0","0","0","DI","","","","","","","","","","This class requires the use of Canvas with one required in-person meeting for the Final Exam on May 15th. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 8 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/afahey2"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 98 - Precalculus & Trigonometry"
